timestamp,percentageNow,timeFuture,percentageFuture
2025-12-23T00:36:09.167Z,100.0%,2025-12-23T02:26:09.167Z,57.7590306175345%
2025-12-23T00:46:09.171Z,100.0%,2025-12-23T02:36:09.171Z,57.7590306175345%
2025-12-23T00:56:09.174Z,100.0%,2025-12-23T02:46:09.174Z,57.7590306175345%
2025-12-23T01:06:09.177Z,100.0%,2025-12-23T02:56:09.177Z,57.7590306175345%
2025-12-23T01:16:09.215Z,100.0%,2025-12-23T03:06:09.215Z,57.7590306175345%
2025-12-23T01:26:09.204Z,100.0%,2025-12-23T03:16:09.204Z,57.7590306175345%
2025-12-23T01:36:09.208Z,100.0%,2025-12-23T03:26:09.208Z,57.7590306175345%
2025-12-23T01:46:09.322Z,100.0%,2025-12-23T03:36:09.322Z,57.7590306175345%
2025-12-23T01:56:09.328Z,100.0%,2025-12-23T03:46:09.328Z,57.7590306175345%
2025-12-23T02:06:09.333Z,100.0%,2025-12-23T03:56:09.333Z,57.7590306175345%
2025-12-23T02:16:09.446Z,100.0%,2025-12-23T04:06:09.446Z,57.7590306175345%
2025-12-23T02:26:09.446Z,100.0%,2025-12-23T04:16:09.446Z,57.7590306175345%
2025-12-23T02:36:09.461Z,100.0%,2025-12-23T04:26:09.461Z,57.7590306175345%
2025-12-23T02:46:09.514Z,100.0%,2025-12-23T04:36:09.514Z,57.7590306175345%
2025-12-23T02:56:09.575Z,100.0%,2025-12-23T04:46:09.575Z,57.7590306175345%
2025-12-23T03:06:09.593Z,100.0%,2025-12-23T04:56:09.593Z,57.7590306175345%
2025-12-23T03:16:09.700Z,100.0%,2025-12-23T05:06:09.700Z,57.7590306175345%
2025-12-23T03:26:09.601Z,100.0%,2025-12-23T05:16:09.601Z,57.7590306175345%
2025-12-23T03:36:09.605Z,100.0%,2025-12-23T05:26:09.605Z,57.7590306175345%
2025-12-23T03:46:09.607Z,100.0%,2025-12-23T05:36:09.607Z,57.7590306175345%
2025-12-23T03:56:09.610Z,100.0%,2025-12-23T05:46:09.610Z,57.7590306175345%
2025-12-23T04:06:09.612Z,100.0%,2025-12-23T05:56:09.612Z,57.7590306175345%
2025-12-23T04:16:09.614Z,100.0%,2025-12-23T06:06:09.614Z,57.7590306175345%
2025-12-23T04:26:09.616Z,100.0%,2025-12-23T06:16:09.616Z,57.7590306175345%
2025-12-23T04:36:09.713Z,100.0%,2025-12-23T06:26:09.713Z,57.7590306175345%
2025-12-23T04:46:09.623Z,100.0%,2025-12-23T06:36:09.623Z,57.7590306175345%
2025-12-23T04:56:09.626Z,100.0%,2025-12-23T06:46:09.626Z,57.7590306175345%
2025-12-23T05:06:09.630Z,100.0%,2025-12-23T06:56:09.630Z,57.7590306175345%
2025-12-23T05:16:09.634Z,100.0%,2025-12-23T07:06:09.634Z,57.7590306175345%
2025-12-23T05:26:09.637Z,100.0%,2025-12-23T07:16:09.637Z,57.7590306175345%
2025-12-23T05:36:09.640Z,100.0%,2025-12-23T07:26:09.640Z,57.7590306175345%
2025-12-23T05:46:09.655Z,100.0%,2025-12-23T07:36:09.655Z,57.7590306175345%
2025-12-23T05:56:09.654Z,100.0%,2025-12-23T07:46:09.654Z,57.7590306175345%
2025-12-23T06:06:09.798Z,100.0%,2025-12-23T07:56:09.798Z,57.7590306175345%
2025-12-23T06:16:09.759Z,100.0%,2025-12-23T08:06:09.759Z,57.7590306175345%
2025-12-23T06:26:09.763Z,100.0%,2025-12-23T08:16:09.763Z,57.7590306175345%
2025-12-23T06:36:09.766Z,100.0%,2025-12-23T08:26:09.766Z,57.7590306175345%
2025-12-23T06:46:09.771Z,100.0%,2025-12-23T08:36:09.771Z,57.7590306175345%
2025-12-23T06:56:09.774Z,100.0%,2025-12-23T08:46:09.774Z,57.7590306175345%
2025-12-23T07:06:09.777Z,100.0%,2025-12-23T08:56:09.777Z,57.7590306175345%
2025-12-23T07:16:09.779Z,100.0%,2025-12-23T09:06:09.779Z,57.7590306175345%
2025-12-23T07:26:09.782Z,100.0%,2025-12-23T09:16:09.782Z,57.7590306175345%
2025-12-23T07:36:09.787Z,100.0%,2025-12-23T09:26:09.787Z,57.7590306175345%
2025-12-23T07:46:09.789Z,100.0%,2025-12-23T09:36:09.789Z,57.7590306175345%
2025-12-23T07:56:09.792Z,100.0%,2025-12-23T09:46:09.792Z,57.7590306175345%
2025-12-23T08:06:09.945Z,100.0%,2025-12-23T09:56:09.945Z,57.7590306175345%
2025-12-23T08:16:09.907Z,100.0%,2025-12-23T10:06:09.907Z,57.7590306175345%
2025-12-23T08:26:09.910Z,100.0%,2025-12-23T10:16:09.910Z,57.7590306175345%
2025-12-23T08:36:09.914Z,100.0%,2025-12-23T10:26:09.914Z,57.7590306175345%
2025-12-23T08:46:09.918Z,100.0%,2025-12-23T10:36:09.918Z,57.7590306175345%
2025-12-23T08:56:09.923Z,100.0%,2025-12-23T10:46:09.923Z,57.7590306175345%
2025-12-23T09:06:09.927Z,100.0%,2025-12-23T10:56:09.927Z,57.7590306175345%
2025-12-23T09:16:09.932Z,100.0%,2025-12-23T11:06:09.932Z,57.7590306175345%
2025-12-23T09:26:09.933Z,100.0%,2025-12-23T11:16:09.933Z,57.7590306175345%
2025-12-23T09:36:09.935Z,100.0%,2025-12-23T11:26:09.935Z,57.7590306175345%
2025-12-23T09:46:09.940Z,100.0%,2025-12-23T11:36:09.940Z,57.7590306175345%
2025-12-23T09:56:09.944Z,100.0%,2025-12-23T11:46:09.944Z,57.7590306175345%
2025-12-23T10:06:09.947Z,100.0%,2025-12-23T11:56:09.947Z,57.7590306175345%
2025-12-23T10:16:09.951Z,100.0%,2025-12-23T12:06:09.951Z,57.7590306175345%
2025-12-23T10:26:09.956Z,100.0%,2025-12-23T12:16:09.956Z,57.7590306175345%
2025-12-23T10:36:09.961Z,66.82736085337204%,2025-12-23T12:26:09.961Z,43.32949837409382%
2025-12-23T10:46:09.965Z,66.82736085337204%,2025-12-23T12:36:09.965Z,43.32949837409382%
2025-12-23T10:56:09.967Z,66.82736085337204%,2025-12-23T12:46:09.967Z,43.32949837409382%
2025-12-23T11:06:09.969Z,66.82736085337204%,2025-12-23T12:56:09.969Z,43.32949837409382%
2025-12-23T11:16:09.970Z,66.82736085337204%,2025-12-23T13:06:09.970Z,43.32949837409382%
2025-12-23T11:26:09.974Z,66.82736085337204%,2025-12-23T13:16:09.974Z,43.32949837409382%
2025-12-23T11:36:09.976Z,66.82736085337204%,2025-12-23T13:26:09.976Z,43.32949837409382%
2025-12-23T11:46:09.980Z,66.82736085337204%,2025-12-23T13:36:09.980Z,43.32949837409382%
2025-12-23T11:56:09.983Z,66.82736085337204%,2025-12-23T13:46:09.983Z,43.32949837409382%
2025-12-23T12:06:09.988Z,66.82736085337204%,2025-12-23T13:56:09.988Z,43.32949837409382%
2025-12-23T12:16:09.993Z,66.82736085337204%,2025-12-23T14:06:09.993Z,43.32949837409382%
2025-12-23T12:26:09.996Z,66.82736085337204%,2025-12-23T14:16:09.996Z,43.32949837409382%
2025-12-23T12:36:10.001Z,60.98916893461364%,2025-12-23T14:26:10.001Z,46.18979602400845%
2025-12-23T12:46:10.004Z,60.98916893461364%,2025-12-23T14:36:10.004Z,46.18979602400845%
2025-12-23T12:56:10.006Z,60.98916893461364%,2025-12-23T14:46:10.006Z,46.18979602400845%
2025-12-23T13:06:10.011Z,60.98916893461364%,2025-12-23T14:56:10.011Z,46.18979602400845%
2025-12-23T13:16:10.015Z,60.98916893461364%,2025-12-23T15:06:10.015Z,46.18979602400845%
2025-12-23T13:26:10.018Z,60.98916893461364%,2025-12-23T15:16:10.018Z,46.18979602400845%
2025-12-23T13:35:08.651Z,54.83012545418484%,2025-12-23T15:25:08.651Z,46.049695727083844%
2025-12-23T13:36:10.022Z,54.83012545418484%,2025-12-23T15:26:10.022Z,46.049695727083844%
2025-12-23T13:46:10.026Z,54.83012545418484%,2025-12-23T15:36:10.026Z,46.049695727083844%
2025-12-23T13:56:10.031Z,54.83012545418484%,2025-12-23T15:46:10.031Z,46.049695727083844%
2025-12-23T14:06:10.036Z,54.83012545418484%,2025-12-23T15:56:10.036Z,46.049695727083844%
2025-12-23T14:16:10.038Z,54.83012545418484%,2025-12-23T16:06:10.038Z,46.049695727083844%
2025-12-23T14:26:10.041Z,54.83012545418484%,2025-12-23T16:16:10.041Z,46.049695727083844%
2025-12-23T14:36:10.044Z,60.18866643434087%,2025-12-23T16:26:10.044Z,45.924806454635466%
2025-12-23T14:46:10.048Z,60.18866643434087%,2025-12-23T16:36:10.048Z,45.924806454635466%
2025-12-23T14:56:10.053Z,60.18866643434087%,2025-12-23T16:46:10.053Z,45.924806454635466%
2025-12-23T15:06:10.056Z,60.18866643434087%,2025-12-23T16:56:10.056Z,45.924806454635466%
2025-12-23T15:16:10.115Z,60.18866643434087%,2025-12-23T17:06:10.115Z,45.924806454635466%
2025-12-23T15:26:10.088Z,60.18866643434087%,2025-12-23T17:16:10.088Z,45.924806454635466%
2025-12-23T15:36:10.092Z,60.18866643434087%,2025-12-23T17:26:10.092Z,45.924806454635466%
2025-12-23T15:46:10.096Z,60.18866643434087%,2025-12-23T17:36:10.096Z,45.924806454635466%
2025-12-23T15:56:10.100Z,60.18866643434087%,2025-12-23T17:46:10.100Z,45.924806454635466%
2025-12-23T16:06:10.102Z,60.18866643434087%,2025-12-23T17:56:10.102Z,45.924806454635466%
2025-12-23T16:16:10.104Z,60.18866643434087%,2025-12-23T18:06:10.104Z,45.924806454635466%
2025-12-23T16:26:10.116Z,60.18866643434087%,2025-12-23T18:16:10.116Z,45.924806454635466%
2025-12-23T16:36:10.121Z,60.18866643434087%,2025-12-23T18:26:10.121Z,45.924806454635466%
2025-12-23T16:46:10.125Z,60.18866643434087%,2025-12-23T18:36:10.125Z,45.924806454635466%
2025-12-23T16:56:10.128Z,60.18866643434087%,2025-12-23T18:46:10.128Z,45.924806454635466%
2025-12-23T17:06:10.132Z,60.18866643434087%,2025-12-23T18:56:10.132Z,45.924806454635466%
2025-12-23T17:16:10.135Z,60.18866643434087%,2025-12-23T19:06:10.135Z,45.924806454635466%
2025-12-23T17:26:10.137Z,60.18866643434087%,2025-12-23T19:16:10.137Z,45.924806454635466%
2025-12-23T17:36:10.139Z,60.18866643434087%,2025-12-23T19:26:10.139Z,45.924806454635466%
2025-12-23T17:46:10.144Z,60.18866643434087%,2025-12-23T19:36:10.144Z,45.924806454635466%
2025-12-23T17:56:10.146Z,60.18866643434087%,2025-12-23T19:46:10.146Z,45.924806454635466%
2025-12-23T18:06:10.150Z,60.18866643434087%,2025-12-23T19:56:10.150Z,45.924806454635466%
2025-12-23T18:15:32.694Z,62.80794433757922%,2025-12-23T20:05:32.694Z,22.906233439331366%
2025-12-23T18:15:33.279Z,100.0%,2025-12-23T20:05:33.279Z,39.541702570392786%
2025-12-23T18:15:33.420Z,100.0%,2025-12-23T20:05:33.420Z,48.738716627506236%
2025-12-23T18:15:36.646Z,0.0%,2025-12-23T20:05:36.646Z,0.0%
2025-12-23T18:15:36.844Z,0.0%,2025-12-23T20:05:36.844Z,0.0%
2025-12-23T18:15:45.452Z,100.0%,2025-12-23T20:05:45.452Z,0.0%
2025-12-23T18:25:32.688Z,100.0%,2025-12-23T20:15:32.688Z,0.0%
2025-12-23T18:27:31.689Z,49.67175071317935%,2025-12-23T20:17:31.689Z,49.63870632432204%
2025-12-23T18:29:28.906Z,50.06516220460222%,2025-12-23T20:19:28.906Z,50.09604927664453%
2025-12-23T18:30:14.964Z,49.92565964000603%,2025-12-23T20:20:14.964Z,49.95014877124889%
2025-12-23T18:39:28.911Z,49.800761333072764%,2025-12-23T20:29:28.911Z,49.6100486389403%
2025-12-23T18:45:17.743Z,46.424945210023914%,2025-12-23T20:35:17.743Z,36.19450338928755%
2025-12-23T18:45:17.818Z,46.424945210023914%,2025-12-23T20:35:17.818Z,36.19450338928755%
2025-12-23T18:45:17.883Z,46.424945210023914%,2025-12-23T20:35:17.883Z,36.19450338928755%
2025-12-23T18:45:17.956Z,49.40387886581617%,2025-12-23T20:35:17.956Z,49.45251902601371%
2025-12-23T18:49:28.901Z,49.41203284854909%,2025-12-23T20:39:28.901Z,49.4747224543405%
2025-12-23T18:59:28.904Z,49.37819194125118%,2025-12-23T20:49:28.904Z,49.20756184778404%
2025-12-23T19:00:20.753Z,49.40666739867598%,2025-12-23T20:50:20.753Z,49.42733512844018%
2025-12-23T19:00:20.789Z,47.99687994963634%,2025-12-23T20:50:20.789Z,43.316323911847945%
2025-12-23T19:00:20.826Z,47.99687994963634%,2025-12-23T20:50:20.826Z,43.316323911847945%
2025-12-23T19:00:20.968Z,49.40794090731719%,2025-12-23T20:50:20.968Z,49.57041315725091%
2025-12-23T19:09:28.908Z,49.377909806367065%,2025-12-23T20:59:28.908Z,49.48554123354128%
2025-12-23T19:15:23.606Z,49.301958789267765%,2025-12-23T21:05:23.606Z,49.56093094390156%
2025-12-23T19:15:23.749Z,49.82640311187309%,2025-12-23T21:05:23.749Z,51.885367446776286%
2025-12-23T19:15:23.823Z,49.3036729341398%,2025-12-23T21:05:23.823Z,49.61948688332073%
2025-12-23T19:19:28.911Z,49.28820438462274%,2025-12-23T21:09:28.911Z,49.575817397669994%
2025-12-23T19:23:41.590Z,50.20253848142927%,2025-12-23T21:13:41.590Z,48.5213257109997%
2025-12-23T19:30:30.073Z,50.36723187786399%,2025-12-23T21:20:30.073Z,48.02988164654493%
2025-12-23T19:30:30.192Z,50.35620931217193%,2025-12-23T21:20:30.192Z,48.1469144196743%
2025-12-23T19:30:30.289Z,50.45624191525258%,2025-12-23T21:20:30.289Z,48.65742804341821%
2025-12-23T19:30:30.390Z,50.35609164078686%,2025-12-23T21:20:30.390Z,48.146980451627876%
2025-12-23T19:33:41.581Z,50.35186585384892%,2025-12-23T21:23:41.581Z,48.13428644165957%
2025-12-23T19:36:16.898Z,50.72486413530969%,2025-12-23T21:26:16.898Z,48.10914702991646%
2025-12-23T19:46:04.457Z,51.59714691686019%,2025-12-23T21:36:04.457Z,52.87789954483896%
2025-12-23T19:46:04.519Z,51.59714691686019%,2025-12-23T21:36:04.519Z,52.87789954483896%
2025-12-23T19:46:04.583Z,50.607558256417605%,2025-12-23T21:36:04.583Z,47.51622273978772%
2025-12-23T19:46:16.826Z,50.607558256417605%,2025-12-23T21:36:16.826Z,47.51622273978772%
2025-12-23T19:56:16.831Z,49.90994022135455%,2025-12-23T21:46:16.831Z,47.863199005361686%
2025-12-23T20:06:16.836Z,49.51269126595035%,2025-12-23T21:56:16.836Z,47.3502671280695%
2025-12-23T20:16:16.840Z,49.42086876400667%,2025-12-23T22:06:16.840Z,48.059186335225746%
2025-12-23T20:26:16.843Z,49.23336134051215%,2025-12-23T22:16:16.843Z,48.312913990140686%
2025-12-23T20:34:14.598Z,51.16983081352372%,2025-12-23T22:24:14.598Z,61.32620398805283%
2025-12-23T20:34:14.689Z,48.84508284930777%,2025-12-23T22:24:14.689Z,48.730518795234346%
2025-12-23T20:35:14.407Z,48.86855565283308%,2025-12-23T22:25:14.407Z,48.369190023635745%
2025-12-23T20:35:14.712Z,48.86855565283308%,2025-12-23T22:25:14.712Z,48.369190023635745%
2025-12-23T20:36:16.844Z,48.827005325103094%,2025-12-23T22:26:16.844Z,48.23891425883098%
2025-12-23T20:46:16.848Z,49.20112816666656%,2025-12-23T22:36:16.848Z,46.03358206954075%
2025-12-23T20:56:16.852Z,48.77811652163839%,2025-12-23T22:46:16.852Z,45.44879488459017%
2025-12-23T21:06:16.856Z,49.15651687542559%,2025-12-23T22:56:16.856Z,45.81372947969309%
2025-12-23T21:16:16.861Z,48.79349126706426%,2025-12-23T23:06:16.861Z,46.069726036571716%
2025-12-23T21:26:16.866Z,48.57736475587979%,2025-12-23T23:16:16.866Z,45.974986086378905%
2025-12-23T21:36:16.868Z,48.62946262853955%,2025-12-23T23:26:16.868Z,45.93800304961475%
2025-12-23T21:46:16.872Z,48.35763116749081%,2025-12-23T23:36:16.872Z,45.18849113962398%
2025-12-23T21:56:16.878Z,49.92355039447591%,2025-12-23T23:46:16.878Z,46.65592282239933%
2025-12-23T22:06:16.880Z,50.28299368863143%,2025-12-23T23:56:16.880Z,46.188711296996885%
2025-12-23T22:16:16.883Z,49.90962458637151%,2025-12-24T00:06:16.883Z,45.51430846980857%
2025-12-23T22:26:17.002Z,49.03630335121776%,2025-12-24T00:16:17.002Z,44.928545638422754%
2025-12-23T22:30:30.394Z,49.21853353008803%,2025-12-24T00:20:30.394Z,46.20752501697012%
2025-12-23T22:30:30.544Z,44.43503347302024%,2025-12-24T00:20:30.544Z,40.50641569455608%
2025-12-23T22:30:30.572Z,49.28362757265281%,2025-12-24T00:20:30.572Z,46.185024222925314%
2025-12-23T22:31:30.488Z,49.284668007027996%,2025-12-24T00:21:30.488Z,46.18688809924077%
2025-12-23T22:36:17.006Z,49.089615987222814%,2025-12-24T00:26:17.006Z,45.83623290755193%
2025-12-23T22:46:17.011Z,46.87128861960256%,2025-12-24T00:36:17.011Z,45.354376883181956%
2025-12-23T22:56:17.016Z,46.881881384348375%,2025-12-24T00:46:17.016Z,45.19205266736212%
2025-12-23T23:06:17.021Z,46.8846260737431%,2025-12-24T00:56:17.021Z,45.058988730499884%
2025-12-23T23:16:17.024Z,47.11754343972497%,2025-12-24T01:06:17.024Z,45.32237812568377%
2025-12-23T23:26:17.029Z,47.22753007899948%,2025-12-24T01:16:17.029Z,45.37310055663281%
2025-12-23T23:36:17.031Z,47.202896786967926%,2025-12-24T01:26:17.031Z,45.3828284767113%
2025-12-23T23:46:17.035Z,46.174001992198974%,2025-12-24T01:36:17.035Z,44.198873169422%
2025-12-23T23:56:17.038Z,45.80121214994054%,2025-12-24T01:46:17.038Z,43.949750097722266%
2025-12-24T00:06:17.042Z,45.578693094598925%,2025-12-24T01:56:17.042Z,44.209156820315535%
2025-12-24T00:16:17.046Z,45.72495955766666%,2025-12-24T02:06:17.046Z,43.913068016239585%
2025-12-24T00:26:17.051Z,45.54657492019239%,2025-12-24T02:16:17.051Z,43.78579537010205%
2025-12-24T00:36:17.054Z,45.97242552750252%,2025-12-24T02:26:17.054Z,43.98674834776841%
2025-12-24T00:46:17.058Z,45.31490907027146%,2025-12-24T02:36:17.058Z,43.257502452285586%
2025-12-24T00:56:17.063Z,44.973377067833916%,2025-12-24T02:46:17.063Z,42.929676278642475%
2025-12-24T01:06:17.066Z,44.54019020503463%,2025-12-24T02:56:17.066Z,42.803054925819474%
2025-12-24T01:16:17.071Z,44.668326793417194%,2025-12-24T03:06:17.071Z,43.02483184261053%
2025-12-24T01:26:17.074Z,44.98769008476025%,2025-12-24T03:16:17.074Z,43.38268063909906%
2025-12-24T01:36:17.078Z,45.22877993345556%,2025-12-24T03:26:17.078Z,43.55828115465822%
2025-12-24T01:46:17.084Z,43.33163521218876%,2025-12-24T03:36:17.084Z,43.08246508195946%
2025-12-24T01:56:17.088Z,42.84096117953265%,2025-12-24T03:46:17.088Z,43.058197585947426%
2025-12-24T02:06:17.091Z,42.80319686188119%,2025-12-24T03:56:17.091Z,43.16896872598465%
2025-12-24T02:16:17.095Z,43.09899401232001%,2025-12-24T04:06:17.095Z,43.33009933107625%
2025-12-24T02:26:17.098Z,43.29116623543815%,2025-12-24T04:16:17.098Z,43.43146402732819%
2025-12-24T02:36:17.102Z,43.27085964219122%,2025-12-24T04:26:17.102Z,43.32547643295935%
2025-12-24T02:46:17.111Z,43.23535287850474%,2025-12-24T04:36:17.111Z,45.19192598675454%
2025-12-24T02:56:17.117Z,43.2103658524513%,2025-12-24T04:46:17.117Z,44.934861284595335%
2025-12-24T03:06:17.121Z,42.571908380193%,2025-12-24T04:56:17.121Z,44.44529927749019%
2025-12-24T03:16:17.125Z,43.00468554965578%,2025-12-24T05:06:17.125Z,44.87185313361702%
2025-12-24T03:26:17.128Z,42.21304810956932%,2025-12-24T05:16:17.128Z,43.55478228558472%
2025-12-24T03:36:17.133Z,42.51394352832239%,2025-12-24T05:26:17.133Z,44.3369196413048%
2025-12-24T03:46:17.135Z,42.2368422870338%,2025-12-24T05:36:17.135Z,46.128279674643025%
2025-12-24T03:56:17.139Z,42.22311324665667%,2025-12-24T05:46:17.139Z,46.4395260400613%
2025-12-24T04:06:17.142Z,41.65884796827206%,2025-12-24T05:56:17.142Z,45.327100616284596%
2025-12-24T04:16:17.146Z,42.208052324760665%,2025-12-24T06:06:17.146Z,46.64014363261766%
2025-12-24T04:26:17.150Z,34.81555305455648%,2025-12-24T06:16:17.150Z,57.874357326348814%
2025-12-24T04:36:17.154Z,35.43598009414135%,2025-12-24T06:26:17.154Z,57.9782797695369%
2025-12-24T04:46:17.157Z,34.36256587234426%,2025-12-24T06:36:17.157Z,60.92783924083418%
2025-12-24T04:56:17.160Z,34.34327221784735%,2025-12-24T06:46:17.160Z,60.94079731312652%
2025-12-24T05:06:17.164Z,34.177385891093124%,2025-12-24T06:56:17.164Z,60.65440740845182%
2025-12-24T05:16:17.167Z,33.7535230910055%,2025-12-24T07:06:17.167Z,60.46972115730216%
2025-12-24T05:26:17.169Z,33.53847352704984%,2025-12-24T07:16:17.169Z,60.390172556325396%
2025-12-24T05:36:17.171Z,33.7602496210928%,2025-12-24T07:26:17.171Z,60.45787655134481%
2025-12-24T05:46:17.174Z,44.48315869942668%,2025-12-24T07:36:17.174Z,64.00384326533174%
2025-12-24T05:56:17.176Z,44.690320806391846%,2025-12-24T07:46:17.176Z,64.20051966657485%
2025-12-24T06:06:17.181Z,44.58965991446702%,2025-12-24T07:56:17.181Z,63.99796380337936%
2025-12-24T06:16:17.183Z,44.1130473597492%,2025-12-24T08:06:17.183Z,63.76596620773878%
2025-12-24T06:26:17.188Z,43.96439759902476%,2025-12-24T08:16:17.188Z,63.771442491689086%
2025-12-24T06:36:17.193Z,43.4846095509318%,2025-12-24T08:26:17.193Z,63.387287061545486%
2025-12-24T06:46:17.226Z,43.41929060294598%,2025-12-24T08:36:17.226Z,61.33940467943372%
2025-12-24T06:56:17.227Z,43.744226852445%,2025-12-24T08:46:17.227Z,61.27648439772977%
2025-12-24T07:06:17.229Z,43.826063632667875%,2025-12-24T08:56:17.229Z,61.22337370312433%
2025-12-24T07:16:17.234Z,43.649599244144696%,2025-12-24T09:06:17.234Z,60.93345264605554%
2025-12-24T07:26:17.238Z,43.63870540345105%,2025-12-24T09:16:17.238Z,60.848602167214004%
2025-12-24T07:36:17.241Z,43.433656154032825%,2025-12-24T09:26:17.241Z,60.713192767320734%
2025-12-24T07:46:17.242Z,40.26376375300182%,2025-12-24T09:36:17.242Z,56.532795281868175%
2025-12-24T07:56:17.247Z,40.13343774421877%,2025-12-24T09:46:17.247Z,56.310149989829526%
2025-12-24T08:06:17.249Z,40.27691244381058%,2025-12-24T09:56:17.249Z,56.47707423128156%
2025-12-24T08:16:17.251Z,40.15323769114726%,2025-12-24T10:06:17.251Z,56.27460259761887%
2025-12-24T08:26:17.255Z,40.00732821600799%,2025-12-24T10:16:17.255Z,56.40586632507303%
2025-12-24T08:36:17.258Z,39.96223388694889%,2025-12-24T10:26:17.258Z,56.50334189785866%
2025-12-24T08:46:17.263Z,35.00861106707017%,2025-12-24T10:36:17.263Z,50.54413713291363%
2025-12-24T08:56:17.268Z,35.00170818035232%,2025-12-24T10:46:17.268Z,50.7712298102415%
2025-12-24T09:06:17.270Z,35.07260914995739%,2025-12-24T10:56:17.270Z,50.826398004802485%
2025-12-24T09:16:17.272Z,35.10232218279119%,2025-12-24T11:06:17.272Z,50.472698397652074%
2025-12-24T09:26:17.327Z,35.566521613799175%,2025-12-24T11:16:17.327Z,50.760348031572676%
2025-12-24T09:36:17.333Z,34.82991258743143%,2025-12-24T11:26:17.333Z,49.742789865641804%
2025-12-24T09:46:17.335Z,39.482324638001714%,2025-12-24T11:36:17.335Z,51.61661159334201%
2025-12-24T09:56:17.339Z,39.273788142515016%,2025-12-24T11:46:17.339Z,51.660002746684775%
2025-12-24T10:06:17.343Z,39.65611331160519%,2025-12-24T11:56:17.343Z,52.16515467148637%
2025-12-24T10:16:17.348Z,39.3503927241818%,2025-12-24T12:06:17.348Z,51.60256742409706%
2025-12-24T10:26:17.350Z,39.041606642271596%,2025-12-24T12:16:17.350Z,51.39004207837766%
2025-12-24T10:34:26.108Z,39.445929222128896%,2025-12-24T12:24:26.108Z,46.40832843968886%
2025-12-24T10:34:31.512Z,39.48711097605672%,2025-12-24T12:24:31.512Z,46.32951725916471%
2025-12-24T10:34:31.541Z,39.48711097605672%,2025-12-24T12:24:31.541Z,46.32951725916471%
2025-12-24T10:34:31.633Z,44.51476036811236%,2025-12-24T12:24:31.633Z,56.44850679136093%
2025-12-24T10:34:31.663Z,44.51476036811236%,2025-12-24T12:24:31.663Z,56.44850679136093%
2025-12-24T10:36:17.353Z,44.49869630385284%,2025-12-24T12:26:17.353Z,56.417093509459335%
2025-12-24T10:46:17.383Z,40.93360331964468%,2025-12-24T12:36:17.383Z,61.53706972250529%
2025-12-24T10:49:27.994Z,24.898277941199943%,2025-12-24T12:39:27.994Z,0.0%
2025-12-24T10:49:33.234Z,41.170528938863804%,2025-12-24T12:39:33.234Z,61.8002296143204%
2025-12-24T10:49:34.395Z,43.98749097345081%,2025-12-24T12:39:34.395Z,66.8505248687346%
2025-12-24T10:50:33.137Z,45.54461876914482%,2025-12-24T12:40:33.137Z,48.23161096582314%
2025-12-24T10:50:33.296Z,47.802317866576125%,2025-12-24T12:40:33.296Z,48.77748248025035%
2025-12-24T10:56:17.471Z,47.96196142837057%,2025-12-24T12:46:17.471Z,49.0233811201849%
2025-12-24T11:05:30.417Z,49.88470717112873%,2025-12-24T12:55:30.417Z,46.94025422695635%
2025-12-24T11:05:35.084Z,49.88470717112873%,2025-12-24T12:55:35.084Z,46.94025422695635%
2025-12-24T11:05:35.229Z,48.26104146668594%,2025-12-24T12:55:35.229Z,49.67348756250633%
2025-12-24T11:05:35.332Z,48.26104146668594%,2025-12-24T12:55:35.332Z,49.67348756250633%
2025-12-24T11:06:17.481Z,48.337969963194595%,2025-12-24T12:56:17.481Z,49.79142291939688%
2025-12-24T11:16:17.483Z,48.55116438320625%,2025-12-24T13:06:17.483Z,49.800962893968624%
2025-12-24T11:20:32.698Z,55.41410536909521%,2025-12-24T13:10:32.698Z,31.05562196909566%
2025-12-24T11:20:37.123Z,55.41410536909521%,2025-12-24T13:10:37.123Z,31.05562196909566%
2025-12-24T11:20:37.277Z,48.93028039616546%,2025-12-24T13:10:37.277Z,50.08672020115623%
2025-12-24T11:20:37.368Z,48.93028039616546%,2025-12-24T13:10:37.368Z,50.08672020115623%
2025-12-24T11:26:17.487Z,48.72634634072086%,2025-12-24T13:16:17.487Z,49.777140412174944%
2025-12-24T11:36:17.544Z,48.73882248463285%,2025-12-24T13:26:17.544Z,48.8236090512717%
2025-12-24T11:46:17.541Z,49.300425455741035%,2025-12-24T13:36:17.541Z,48.91429794337506%
2025-12-24T11:56:17.545Z,47.936649755734415%,2025-12-24T13:46:17.545Z,47.337534497252136%
2025-12-24T12:06:17.548Z,48.12870686068339%,2025-12-24T13:56:17.548Z,46.86502993455453%
2025-12-24T12:16:17.551Z,47.9283234585961%,2025-12-24T14:06:17.551Z,46.397360619425356%
2025-12-24T12:26:17.559Z,46.6380125114096%,2025-12-24T14:16:17.559Z,44.8451151297484%
2025-12-24T12:26:47.032Z,46.6380125114096%,2025-12-24T14:16:47.032Z,44.8451151297484%
2025-12-24T12:36:17.651Z,46.40760861025715%,2025-12-24T14:26:17.651Z,44.87353848526247%
2025-12-24T12:41:48.684Z,46.63719622521313%,2025-12-24T14:31:48.684Z,45.60843485917331%
2025-12-24T12:41:48.752Z,46.63719622521313%,2025-12-24T14:31:48.752Z,45.60843485917331%
