Total_Obs,Day_Obs,Date,Time,Heart.Rate,Max_70_perc
140437,1146,2025-07-03,03:05:26,49,136.5
140438,1147,2025-07-03,03:05:41,50,136.5
140439,1148,2025-07-03,03:05:56,50,136.5
140440,1149,2025-07-03,03:06:06,51,136.5
140441,1150,2025-07-03,03:06:11,50,136.5
140442,1151,2025-07-03,03:06:21,49,136.5
140443,1152,2025-07-03,03:06:36,50,136.5
140444,1153,2025-07-03,03:06:41,49,136.5
140445,1154,2025-07-03,03:06:46,50,136.5
140446,1155,2025-07-03,03:06:51,49,136.5
140447,1156,2025-07-03,03:07:06,49,136.5
140448,1157,2025-07-03,03:07:21,49,136.5
140449,1158,2025-07-03,03:07:36,49,136.5
140450,1159,2025-07-03,03:07:51,49,136.5
140451,1160,2025-07-03,03:08:06,49,136.5
140452,1161,2025-07-03,03:08:21,50,136.5
140453,1162,2025-07-03,03:08:36,49,136.5
140454,1163,2025-07-03,03:08:41,50,136.5
140455,1164,2025-07-03,03:08:51,49,136.5
140456,1165,2025-07-03,03:08:56,50,136.5
140457,1166,2025-07-03,03:09:11,50,136.5
140458,1167,2025-07-03,03:09:16,49,136.5
140459,1168,2025-07-03,03:09:31,49,136.5
140460,1169,2025-07-03,03:09:36,49,136.5
140461,1170,2025-07-03,03:09:41,49,136.5
140462,1171,2025-07-03,03:09:51,50,136.5
140463,1172,2025-07-03,03:10:06,50,136.5
140464,1173,2025-07-03,03:10:16,49,136.5
140465,1174,2025-07-03,03:10:31,49,136.5
140466,1175,2025-07-03,03:10:36,50,136.5
140467,1176,2025-07-03,03:10:41,49,136.5
140468,1177,2025-07-03,03:10:51,50,136.5
140469,1178,2025-07-03,03:10:56,49,136.5
140470,1179,2025-07-03,03:11:11,49,136.5
140471,1180,2025-07-03,03:11:26,49,136.5
140472,1181,2025-07-03,03:11:29,49,136.5
140473,1182,2025-07-03,03:11:44,49,136.5
140474,1183,2025-07-03,03:11:59,49,136.5
140475,1184,2025-07-03,03:12:14,49,136.5
140476,1185,2025-07-03,03:12:24,50,136.5
140477,1186,2025-07-03,03:12:39,50,136.5
140478,1187,2025-07-03,03:12:49,49,136.5
140479,1188,2025-07-03,03:12:54,48,136.5
140480,1189,2025-07-03,03:13:09,49,136.5
140481,1190,2025-07-03,03:13:24,49,136.5
140482,1191,2025-07-03,03:13:34,50,136.5
140483,1192,2025-07-03,03:13:44,49,136.5
140484,1193,2025-07-03,03:13:59,49,136.5
140485,1194,2025-07-03,03:14:14,49,136.5
140486,1195,2025-07-03,03:14:29,50,136.5
140487,1196,2025-07-03,03:14:44,50,136.5
140488,1197,2025-07-03,03:14:59,50,136.5
140489,1198,2025-07-03,03:15:14,50,136.5
140490,1199,2025-07-03,03:15:19,49,136.5
140491,1200,2025-07-03,03:15:34,49,136.5
140492,1201,2025-07-03,03:15:49,49,136.5
140493,1202,2025-07-03,03:16:04,49,136.5
140494,1203,2025-07-03,03:16:19,49,136.5
140495,1204,2025-07-03,03:16:34,49,136.5
140496,1205,2025-07-03,03:16:49,50,136.5
140497,1206,2025-07-03,03:17:04,50,136.5
140498,1207,2025-07-03,03:17:09,49,136.5
140499,1208,2025-07-03,03:17:14,50,136.5
140500,1209,2025-07-03,03:17:29,50,136.5
140501,1210,2025-07-03,03:17:39,49,136.5
140502,1211,2025-07-03,03:17:54,50,136.5
140503,1212,2025-07-03,03:18:09,50,136.5
140504,1213,2025-07-03,03:18:24,50,136.5
140505,1214,2025-07-03,03:18:34,49,136.5
140506,1215,2025-07-03,03:18:49,49,136.5
140507,1216,2025-07-03,03:18:54,50,136.5
140508,1217,2025-07-03,03:18:59,49,136.5
140509,1218,2025-07-03,03:19:14,49,136.5
140510,1219,2025-07-03,03:19:19,50,136.5
140511,1220,2025-07-03,03:19:24,49,136.5
140512,1221,2025-07-03,03:19:39,48,136.5
140513,1222,2025-07-03,03:19:54,48,136.5
140514,1223,2025-07-03,03:19:59,49,136.5
140515,1224,2025-07-03,03:20:04,50,136.5
140516,1225,2025-07-03,03:20:09,49,136.5
140517,1226,2025-07-03,03:20:24,49,136.5
140518,1227,2025-07-03,03:20:34,50,136.5
140519,1228,2025-07-03,03:20:39,49,136.5
140520,1229,2025-07-03,03:20:54,49,136.5
140521,1230,2025-07-03,03:21:04,50,136.5
140522,1231,2025-07-03,03:21:09,49,136.5
140523,1232,2025-07-03,03:21:19,50,136.5
140524,1233,2025-07-03,03:21:24,49,136.5
140525,1234,2025-07-03,03:21:39,50,136.5
140526,1235,2025-07-03,03:21:44,50,136.5
140527,1236,2025-07-03,03:21:59,50,136.5
140528,1237,2025-07-03,03:22:14,49,136.5
140529,1238,2025-07-03,03:22:29,49,136.5
140530,1239,2025-07-03,03:22:44,49,136.5
140531,1240,2025-07-03,03:22:49,50,136.5
140532,1241,2025-07-03,03:22:54,51,136.5
140533,1242,2025-07-03,03:22:59,50,136.5
140534,1243,2025-07-03,03:23:09,49,136.5
140535,1244,2025-07-03,03:23:24,49,136.5
140536,1245,2025-07-03,03:23:34,48,136.5
140537,1246,2025-07-03,03:23:49,48,136.5
140538,1247,2025-07-03,03:23:54,49,136.5
140539,1248,2025-07-03,03:24:09,49,136.5
140540,1249,2025-07-03,03:24:14,50,136.5
140541,1250,2025-07-03,03:24:19,49,136.5
140542,1251,2025-07-03,03:24:34,49,136.5
140543,1252,2025-07-03,03:24:39,50,136.5
140544,1253,2025-07-03,03:24:44,51,136.5
140545,1254,2025-07-03,03:24:49,50,136.5
140546,1255,2025-07-03,03:25:04,50,136.5
140547,1256,2025-07-03,03:25:14,48,136.5
140548,1257,2025-07-03,03:25:29,48,136.5
140549,1258,2025-07-03,03:25:44,49,136.5
140550,1259,2025-07-03,03:25:52,49,136.5
140551,1260,2025-07-03,03:26:07,49,136.5
140552,1261,2025-07-03,03:26:12,50,136.5
140553,1262,2025-07-03,03:26:17,49,136.5
140554,1263,2025-07-03,03:26:27,50,136.5
140555,1264,2025-07-03,03:26:37,49,136.5
140556,1265,2025-07-03,03:26:52,49,136.5
140557,1266,2025-07-03,03:27:02,50,136.5
140558,1267,2025-07-03,03:27:17,50,136.5
140559,1268,2025-07-03,03:27:27,49,136.5
140560,1269,2025-07-03,03:27:42,49,136.5
140561,1270,2025-07-03,03:27:57,49,136.5
140562,1271,2025-07-03,03:28:07,50,136.5
140563,1272,2025-07-03,03:28:17,49,136.5
140564,1273,2025-07-03,03:28:32,49,136.5
140565,1274,2025-07-03,03:28:47,50,136.5
140566,1275,2025-07-03,03:28:52,49,136.5
140567,1276,2025-07-03,03:29:07,48,136.5
140568,1277,2025-07-03,03:29:22,48,136.5
140569,1278,2025-07-03,03:29:32,49,136.5
140570,1279,2025-07-03,03:29:47,50,136.5
140571,1280,2025-07-03,03:29:52,51,136.5
140572,1281,2025-07-03,03:29:57,50,136.5
140573,1282,2025-07-03,03:30:07,49,136.5
140574,1283,2025-07-03,03:30:22,49,136.5
140575,1284,2025-07-03,03:30:37,49,136.5
140576,1285,2025-07-03,03:30:47,49,136.5
140577,1286,2025-07-03,03:30:52,49,136.5
140578,1287,2025-07-03,03:31:07,67,136.5
140579,1288,2025-07-03,03:31:12,65,136.5
140580,1289,2025-07-03,03:31:17,61,136.5
140581,1290,2025-07-03,03:31:22,60,136.5
140582,1291,2025-07-03,03:31:27,57,136.5
140583,1292,2025-07-03,03:31:32,52,136.5
140584,1293,2025-07-03,03:31:37,50,136.5
140585,1294,2025-07-03,03:31:42,49,136.5
140586,1295,2025-07-03,03:31:47,48,136.5
140587,1296,2025-07-03,03:32:02,48,136.5
140588,1297,2025-07-03,03:32:07,49,136.5
140589,1298,2025-07-03,03:32:22,49,136.5
140590,1299,2025-07-03,03:32:37,48,136.5
140591,1300,2025-07-03,03:32:47,49,136.5
140592,1301,2025-07-03,03:33:02,49,136.5
140593,1302,2025-07-03,03:33:17,49,136.5
140594,1303,2025-07-03,03:33:32,49,136.5
140595,1304,2025-07-03,03:33:47,49,136.5
140596,1305,2025-07-03,03:34:02,48,136.5
140597,1306,2025-07-03,03:34:07,50,136.5
140598,1307,2025-07-03,03:34:22,49,136.5
140599,1308,2025-07-03,03:34:37,49,136.5
140600,1309,2025-07-03,03:34:47,48,136.5
140601,1310,2025-07-03,03:34:57,49,136.5
140602,1311,2025-07-03,03:35:02,49,136.5
140603,1312,2025-07-03,03:35:17,49,136.5
140604,1313,2025-07-03,03:35:22,48,136.5
140605,1314,2025-07-03,03:35:27,49,136.5
140606,1315,2025-07-03,03:35:42,50,136.5
140607,1316,2025-07-03,03:35:47,49,136.5
140608,1317,2025-07-03,03:36:02,49,136.5
140609,1318,2025-07-03,03:36:07,50,136.5
140610,1319,2025-07-03,03:36:17,49,136.5
140611,1320,2025-07-03,03:36:32,49,136.5
140612,1321,2025-07-03,03:36:42,48,136.5
140613,1322,2025-07-03,03:36:52,49,136.5
140614,1323,2025-07-03,03:37:02,48,136.5
140615,1324,2025-07-03,03:37:17,49,136.5
140616,1325,2025-07-03,03:37:32,49,136.5
140617,1326,2025-07-03,03:37:47,50,136.5
140618,1327,2025-07-03,03:37:52,49,136.5
140619,1328,2025-07-03,03:38:07,50,136.5
140620,1329,2025-07-03,03:38:12,49,136.5
140621,1330,2025-07-03,03:38:27,49,136.5
140622,1331,2025-07-03,03:38:32,48,136.5
140623,1332,2025-07-03,03:38:37,49,136.5
140624,1333,2025-07-03,03:38:52,49,136.5
140625,1334,2025-07-03,03:39:07,49,136.5
140626,1335,2025-07-03,03:39:22,49,136.5
140627,1336,2025-07-03,03:39:27,49,136.5
140628,1337,2025-07-03,03:39:33,50,136.5
140629,1338,2025-07-03,03:39:43,51,136.5
140630,1339,2025-07-03,03:39:48,50,136.5
140631,1340,2025-07-03,03:40:03,50,136.5
140632,1341,2025-07-03,03:40:18,50,136.5
140633,1342,2025-07-03,03:40:33,50,136.5
140634,1343,2025-07-03,03:40:43,49,136.5
140635,1344,2025-07-03,03:40:58,49,136.5
140636,1345,2025-07-03,03:41:13,49,136.5
140637,1346,2025-07-03,03:41:28,51,136.5
140638,1347,2025-07-03,03:41:33,50,136.5
140639,1348,2025-07-03,03:41:48,50,136.5
140640,1349,2025-07-03,03:42:03,50,136.5
140641,1350,2025-07-03,03:42:08,51,136.5
140642,1351,2025-07-03,03:42:13,50,136.5
140643,1352,2025-07-03,03:42:23,51,136.5
140644,1353,2025-07-03,03:42:28,50,136.5
140645,1354,2025-07-03,03:42:33,51,136.5
140646,1355,2025-07-03,03:42:38,54,136.5
140647,1356,2025-07-03,03:42:43,53,136.5
140648,1357,2025-07-03,03:42:58,53,136.5
140649,1358,2025-07-03,03:43:13,52,136.5
140650,1359,2025-07-03,03:43:18,49,136.5
140651,1360,2025-07-03,03:43:33,49,136.5
140652,1361,2025-07-03,03:43:36,50,136.5
140653,1362,2025-07-03,03:43:41,51,136.5
140654,1363,2025-07-03,03:43:46,53,136.5
140655,1364,2025-07-03,03:43:51,57,136.5
140656,1365,2025-07-03,03:43:56,54,136.5
140657,1366,2025-07-03,03:44:01,53,136.5
140658,1367,2025-07-03,03:44:06,58,136.5
140659,1368,2025-07-03,03:44:11,57,136.5
140660,1369,2025-07-03,03:44:16,54,136.5
140661,1370,2025-07-03,03:44:21,53,136.5
140662,1371,2025-07-03,03:44:36,53,136.5
140663,1372,2025-07-03,03:44:41,52,136.5
140664,1373,2025-07-03,03:44:46,51,136.5
140665,1374,2025-07-03,03:44:51,52,136.5
140666,1375,2025-07-03,03:44:56,53,136.5
140667,1376,2025-07-03,03:45:01,54,136.5
140668,1377,2025-07-03,03:45:11,53,136.5
140669,1378,2025-07-03,03:45:26,53,136.5
140670,1379,2025-07-03,03:45:31,52,136.5
140671,1380,2025-07-03,03:45:36,51,136.5
140672,1381,2025-07-03,03:45:46,53,136.5
140673,1382,2025-07-03,03:45:51,54,136.5
140674,1383,2025-07-03,03:46:01,53,136.5
140675,1384,2025-07-03,03:46:16,52,136.5
140676,1385,2025-07-03,03:46:31,53,136.5
140677,1386,2025-07-03,03:46:41,55,136.5
140678,1387,2025-07-03,03:46:46,56,136.5
140679,1388,2025-07-03,03:46:51,55,136.5
140680,1389,2025-07-03,03:46:56,54,136.5
140681,1390,2025-07-03,03:47:01,53,136.5
140682,1391,2025-07-03,03:47:06,51,136.5
140683,1392,2025-07-03,03:47:16,50,136.5
140684,1393,2025-07-03,03:47:26,51,136.5
140685,1394,2025-07-03,03:47:31,52,136.5
140686,1395,2025-07-03,03:47:41,53,136.5
140687,1396,2025-07-03,03:47:46,55,136.5
140688,1397,2025-07-03,03:48:01,56,136.5
140689,1398,2025-07-03,03:48:11,55,136.5
140690,1399,2025-07-03,03:48:16,52,136.5
140691,1400,2025-07-03,03:48:21,51,136.5
140692,1401,2025-07-03,03:48:36,50,136.5
140693,1402,2025-07-03,03:48:41,51,136.5
140694,1403,2025-07-03,03:48:51,52,136.5
140695,1404,2025-07-03,03:49:01,51,136.5
140696,1405,2025-07-03,03:49:06,52,136.5
140697,1406,2025-07-03,03:49:11,55,136.5
140698,1407,2025-07-03,03:49:16,56,136.5
140699,1408,2025-07-03,03:49:26,55,136.5
140700,1409,2025-07-03,03:49:31,54,136.5
140701,1410,2025-07-03,03:49:36,53,136.5
140702,1411,2025-07-03,03:49:41,52,136.5
140703,1412,2025-07-03,03:49:51,54,136.5
140704,1413,2025-07-03,03:49:56,53,136.5
140705,1414,2025-07-03,03:50:11,53,136.5
140706,1415,2025-07-03,03:50:16,54,136.5
140707,1416,2025-07-03,03:50:21,53,136.5
140708,1417,2025-07-03,03:50:26,52,136.5
140709,1418,2025-07-03,03:50:36,53,136.5
140710,1419,2025-07-03,03:50:41,54,136.5
140711,1420,2025-07-03,03:50:46,56,136.5
140712,1421,2025-07-03,03:50:51,55,136.5
140713,1422,2025-07-03,03:50:56,55,136.5
140714,1423,2025-07-03,03:51:06,57,136.5
140715,1424,2025-07-03,03:51:11,54,136.5
140716,1425,2025-07-03,03:51:21,53,136.5
140717,1426,2025-07-03,03:51:26,52,136.5
140718,1427,2025-07-03,03:51:31,53,136.5
140719,1428,2025-07-03,03:51:46,53,136.5
140720,1429,2025-07-03,03:51:51,58,136.5
140721,1430,2025-07-03,03:51:56,58,136.5
140722,1431,2025-07-03,03:52:01,54,136.5
140723,1432,2025-07-03,03:52:06,53,136.5
140724,1433,2025-07-03,03:52:11,52,136.5
140725,1434,2025-07-03,03:52:26,52,136.5
140726,1435,2025-07-03,03:52:31,53,136.5
140727,1436,2025-07-03,03:52:46,53,136.5
140728,1437,2025-07-03,03:52:56,51,136.5
140729,1438,2025-07-03,03:53:01,50,136.5
140730,1439,2025-07-03,03:53:16,50,136.5
140731,1440,2025-07-03,03:53:21,51,136.5
140732,1441,2025-07-03,03:53:26,51,136.5
140733,1442,2025-07-03,03:53:31,52,136.5
140734,1443,2025-07-03,03:53:41,51,136.5
140735,1444,2025-07-03,03:53:46,50,136.5
140736,1445,2025-07-03,03:54:01,50,136.5
140737,1446,2025-07-03,03:54:16,51,136.5
140738,1447,2025-07-03,03:54:31,51,136.5
140739,1448,2025-07-03,03:54:46,52,136.5
140740,1449,2025-07-03,03:54:56,54,136.5
140741,1450,2025-07-03,03:55:11,54,136.5
140742,1451,2025-07-03,03:55:16,77,136.5
140743,1452,2025-07-03,03:55:21,73,136.5
140744,1453,2025-07-03,03:55:26,65,136.5
140745,1454,2025-07-03,03:55:31,57,136.5
140746,1455,2025-07-03,03:55:36,54,136.5
140747,1456,2025-07-03,03:55:41,52,136.5
140748,1457,2025-07-03,03:55:46,51,136.5
140749,1458,2025-07-03,03:55:51,50,136.5
140750,1459,2025-07-03,03:55:56,49,136.5
140751,1460,2025-07-03,03:56:11,49,136.5
140752,1461,2025-07-03,03:56:16,50,136.5
140753,1462,2025-07-03,03:56:26,52,136.5
140754,1463,2025-07-03,03:56:32,52,136.5
140755,1464,2025-07-03,03:56:37,50,136.5
140756,1465,2025-07-03,03:56:47,51,136.5
140757,1466,2025-07-03,03:56:52,50,136.5
140758,1467,2025-07-03,03:56:57,51,136.5
140759,1468,2025-07-03,03:57:02,50,136.5
140760,1469,2025-07-03,03:57:17,50,136.5
140761,1470,2025-07-03,03:57:22,50,136.5
140762,1471,2025-07-03,03:57:37,50,136.5
140763,1472,2025-07-03,03:57:52,49,136.5
140764,1473,2025-07-03,03:58:07,50,136.5
140765,1474,2025-07-03,03:58:17,49,136.5
140766,1475,2025-07-03,03:58:32,49,136.5
140767,1476,2025-07-03,03:58:37,48,136.5
140768,1477,2025-07-03,03:58:42,49,136.5
140769,1478,2025-07-03,03:58:57,49,136.5
140770,1479,2025-07-03,03:59:02,49,136.5
140771,1480,2025-07-03,03:59:17,49,136.5
140772,1481,2025-07-03,03:59:32,50,136.5
140773,1482,2025-07-03,03:59:47,49,136.5
140774,1483,2025-07-03,04:00:02,49,136.5
140775,1484,2025-07-03,04:00:06,49,136.5
140776,1485,2025-07-03,04:00:21,50,136.5
140777,1486,2025-07-03,04:00:26,49,136.5
140778,1487,2025-07-03,04:00:41,49,136.5
140779,1488,2025-07-03,04:00:56,49,136.5
140780,1489,2025-07-03,04:01:01,50,136.5
140781,1490,2025-07-03,04:01:06,49,136.5
140782,1491,2025-07-03,04:01:11,48,136.5
140783,1492,2025-07-03,04:01:21,49,136.5
140784,1493,2025-07-03,04:01:36,49,136.5
140785,1494,2025-07-03,04:01:41,48,136.5
140786,1495,2025-07-03,04:01:46,48,136.5
140787,1496,2025-07-03,04:01:56,49,136.5
140788,1497,2025-07-03,04:02:06,48,136.5
140789,1498,2025-07-03,04:02:21,49,136.5
140790,1499,2025-07-03,04:02:26,48,136.5
140791,1500,2025-07-03,04:02:41,48,136.5
140792,1501,2025-07-03,04:02:56,48,136.5
140793,1502,2025-07-03,04:03:01,49,136.5
140794,1503,2025-07-03,04:03:11,48,136.5
140795,1504,2025-07-03,04:03:26,49,136.5
140796,1505,2025-07-03,04:03:36,48,136.5
140797,1506,2025-07-03,04:03:41,49,136.5
140798,1507,2025-07-03,04:03:46,48,136.5
140799,1508,2025-07-03,04:04:01,49,136.5
140800,1509,2025-07-03,04:04:16,49,136.5
140801,1510,2025-07-03,04:04:31,49,136.5
140802,1511,2025-07-03,04:04:36,49,136.5
140803,1512,2025-07-03,04:04:51,49,136.5
140804,1513,2025-07-03,04:05:06,49,136.5
140805,1514,2025-07-03,04:05:21,49,136.5
140806,1515,2025-07-03,04:05:36,49,136.5
140807,1516,2025-07-03,04:05:51,49,136.5
140808,1517,2025-07-03,04:06:06,49,136.5
140809,1518,2025-07-03,04:06:21,49,136.5
140810,1519,2025-07-03,04:06:36,49,136.5
140811,1520,2025-07-03,04:06:46,50,136.5
140812,1521,2025-07-03,04:06:56,51,136.5
140813,1522,2025-07-03,04:07:06,50,136.5
140814,1523,2025-07-03,04:07:16,49,136.5
140815,1524,2025-07-03,04:07:31,49,136.5
140816,1525,2025-07-03,04:07:46,49,136.5
140817,1526,2025-07-03,04:08:01,49,136.5
140818,1527,2025-07-03,04:08:16,49,136.5
140819,1528,2025-07-03,04:08:31,49,136.5
140820,1529,2025-07-03,04:08:46,49,136.5
140821,1530,2025-07-03,04:09:01,49,136.5
140822,1531,2025-07-03,04:09:16,49,136.5
140823,1532,2025-07-03,04:09:31,49,136.5
140824,1533,2025-07-03,04:09:46,49,136.5
140825,1534,2025-07-03,04:09:56,50,136.5
140826,1535,2025-07-03,04:10:01,49,136.5
140827,1536,2025-07-03,04:10:06,50,136.5
140828,1537,2025-07-03,04:10:21,50,136.5
140829,1538,2025-07-03,04:10:26,50,136.5
140830,1539,2025-07-03,04:10:41,50,136.5
140831,1540,2025-07-03,04:10:56,50,136.5
140832,1541,2025-07-03,04:11:11,49,136.5
140833,1542,2025-07-03,04:11:26,49,136.5
140834,1543,2025-07-03,04:11:41,49,136.5
140835,1544,2025-07-03,04:11:46,49,136.5
140836,1545,2025-07-03,04:12:01,49,136.5
140837,1546,2025-07-03,04:12:16,49,136.5
140838,1547,2025-07-03,04:12:31,49,136.5
140839,1548,2025-07-03,04:12:46,49,136.5
140840,1549,2025-07-03,04:12:56,50,136.5
140841,1550,2025-07-03,04:13:11,50,136.5
140842,1551,2025-07-03,04:13:26,50,136.5
140843,1552,2025-07-03,04:13:36,49,136.5
140844,1553,2025-07-03,04:13:51,49,136.5
140845,1554,2025-07-03,04:14:01,50,136.5
140846,1555,2025-07-03,04:14:11,49,136.5
140847,1556,2025-07-03,04:14:26,49,136.5
140848,1557,2025-07-03,04:14:41,49,136.5
140849,1558,2025-07-03,04:14:56,49,136.5
140850,1559,2025-07-03,04:15:11,49,136.5
140851,1560,2025-07-03,04:15:26,49,136.5
140852,1561,2025-07-03,04:15:31,50,136.5
140853,1562,2025-07-03,04:15:46,50,136.5
140854,1563,2025-07-03,04:15:47,50,136.5
140855,1564,2025-07-03,04:15:52,51,136.5
140856,1565,2025-07-03,04:16:02,50,136.5
140857,1566,2025-07-03,04:16:17,50,136.5
140858,1567,2025-07-03,04:16:27,49,136.5
140859,1568,2025-07-03,04:16:42,49,136.5
140860,1569,2025-07-03,04:16:57,50,136.5
140861,1570,2025-07-03,04:17:12,49,136.5
140862,1571,2025-07-03,04:17:27,49,136.5
140863,1572,2025-07-03,04:17:42,49,136.5
140864,1573,2025-07-03,04:17:57,49,136.5
140865,1574,2025-07-03,04:18:12,49,136.5
140866,1575,2025-07-03,04:18:17,50,136.5
140867,1576,2025-07-03,04:18:22,49,136.5
140868,1577,2025-07-03,04:18:37,49,136.5
140869,1578,2025-07-03,04:18:52,49,136.5
140870,1579,2025-07-03,04:18:57,50,136.5
140871,1580,2025-07-03,04:19:02,49,136.5
140872,1581,2025-07-03,04:19:17,49,136.5
140873,1582,2025-07-03,04:19:32,51,136.5
140874,1583,2025-07-03,04:19:42,50,136.5
140875,1584,2025-07-03,04:19:47,49,136.5
140876,1585,2025-07-03,04:19:52,49,136.5
140877,1586,2025-07-03,04:20:07,54,136.5
140878,1587,2025-07-03,04:20:12,69,136.5
140879,1588,2025-07-03,04:20:17,71,136.5
140880,1589,2025-07-03,04:20:22,66,136.5
140881,1590,2025-07-03,04:20:27,65,136.5
140882,1591,2025-07-03,04:20:32,57,136.5
140883,1592,2025-07-03,04:20:37,51,136.5
140884,1593,2025-07-03,04:20:42,48,136.5
140885,1594,2025-07-03,04:20:47,48,136.5
140886,1595,2025-07-03,04:20:52,48,136.5
140887,1596,2025-07-03,04:20:57,47,136.5
140888,1597,2025-07-03,04:21:02,48,136.5
140889,1598,2025-07-03,04:21:07,49,136.5
140890,1599,2025-07-03,04:21:12,53,136.5
140891,1600,2025-07-03,04:21:17,50,136.5
140892,1601,2025-07-03,04:21:22,48,136.5
140893,1602,2025-07-03,04:21:37,48,136.5
140894,1603,2025-07-03,04:21:42,47,136.5
140895,1604,2025-07-03,04:21:47,48,136.5
140896,1605,2025-07-03,04:22:02,48,136.5
140897,1606,2025-07-03,04:22:12,49,136.5
140898,1607,2025-07-03,04:22:27,49,136.5
140899,1608,2025-07-03,04:22:42,48,136.5
140900,1609,2025-07-03,04:22:47,49,136.5
140901,1610,2025-07-03,04:22:57,48,136.5
140902,1611,2025-07-03,04:23:12,48,136.5
140903,1612,2025-07-03,04:23:22,48,136.5
140904,1613,2025-07-03,04:23:28,47,136.5
140905,1614,2025-07-03,04:23:38,48,136.5
140906,1615,2025-07-03,04:23:53,48,136.5
140907,1616,2025-07-03,04:24:08,48,136.5
140908,1617,2025-07-03,04:24:23,48,136.5
140909,1618,2025-07-03,04:24:38,49,136.5
140910,1619,2025-07-03,04:24:53,49,136.5
140911,1620,2025-07-03,04:25:08,50,136.5
140912,1621,2025-07-03,04:25:23,54,136.5
140913,1622,2025-07-03,04:25:28,56,136.5
140914,1623,2025-07-03,04:25:33,55,136.5
140915,1624,2025-07-03,04:25:38,51,136.5
140916,1625,2025-07-03,04:25:43,50,136.5
140917,1626,2025-07-03,04:25:48,49,136.5
140918,1627,2025-07-03,04:25:53,48,136.5
140919,1628,2025-07-03,04:25:58,47,136.5
140920,1629,2025-07-03,04:26:13,47,136.5
140921,1630,2025-07-03,04:26:18,48,136.5
140922,1631,2025-07-03,04:26:28,47,136.5
140923,1632,2025-07-03,04:26:43,47,136.5
140924,1633,2025-07-03,04:26:58,48,136.5
140925,1634,2025-07-03,04:27:13,48,136.5
140926,1635,2025-07-03,04:27:28,48,136.5
140927,1636,2025-07-03,04:27:43,48,136.5
140928,1637,2025-07-03,04:27:48,49,136.5
140929,1638,2025-07-03,04:27:53,48,136.5
140930,1639,2025-07-03,04:28:08,48,136.5
140931,1640,2025-07-03,04:28:13,48,136.5
140932,1641,2025-07-03,04:28:18,49,136.5
140933,1642,2025-07-03,04:28:33,48,136.5
140934,1643,2025-07-03,04:28:48,48,136.5
140935,1644,2025-07-03,04:28:53,49,136.5
140936,1645,2025-07-03,04:29:08,49,136.5
140937,1646,2025-07-03,04:29:23,49,136.5
140938,1647,2025-07-03,04:29:38,49,136.5
140939,1648,2025-07-03,04:29:53,49,136.5
140940,1649,2025-07-03,04:30:03,50,136.5
140941,1650,2025-07-03,04:30:08,49,136.5
140942,1651,2025-07-03,04:30:23,49,136.5
140943,1652,2025-07-03,04:30:28,48,136.5
140944,1653,2025-07-03,04:30:38,49,136.5
140945,1654,2025-07-03,04:30:53,48,136.5
140946,1655,2025-07-03,04:31:08,49,136.5
140947,1656,2025-07-03,04:31:13,50,136.5
140948,1657,2025-07-03,04:31:18,49,136.5
140949,1658,2025-07-03,04:31:23,50,136.5
140950,1659,2025-07-03,04:31:28,51,136.5
140951,1660,2025-07-03,04:31:38,50,136.5
140952,1661,2025-07-03,04:31:43,49,136.5
140953,1662,2025-07-03,04:31:53,48,136.5
140954,1663,2025-07-03,04:32:08,48,136.5
140955,1664,2025-07-03,04:32:13,49,136.5
140956,1665,2025-07-03,04:32:18,48,136.5
140957,1666,2025-07-03,04:32:28,49,136.5
140958,1667,2025-07-03,04:32:33,49,136.5
140959,1668,2025-07-03,04:32:38,48,136.5
140960,1669,2025-07-03,04:32:53,48,136.5
140961,1670,2025-07-03,04:32:58,49,136.5
140962,1671,2025-07-03,04:33:03,48,136.5
140963,1672,2025-07-03,04:33:18,49,136.5
140964,1673,2025-07-03,04:33:33,49,136.5
140965,1674,2025-07-03,04:33:48,49,136.5
140966,1675,2025-07-03,04:34:03,49,136.5
140967,1676,2025-07-03,04:34:13,48,136.5
140968,1677,2025-07-03,04:34:28,48,136.5
140969,1678,2025-07-03,04:34:43,48,136.5
140970,1679,2025-07-03,04:34:58,48,136.5
140971,1680,2025-07-03,04:35:03,49,136.5
140972,1681,2025-07-03,04:35:13,50,136.5
140973,1682,2025-07-03,04:35:28,50,136.5
140974,1683,2025-07-03,04:35:43,49,136.5
140975,1684,2025-07-03,04:35:58,49,136.5
140976,1685,2025-07-03,04:36:13,49,136.5
140977,1686,2025-07-03,04:36:28,49,136.5
140978,1687,2025-07-03,04:36:33,48,136.5
140979,1688,2025-07-03,04:36:48,49,136.5
140980,1689,2025-07-03,04:37:03,49,136.5
140981,1690,2025-07-03,04:37:08,48,136.5
140982,1691,2025-07-03,04:37:23,49,136.5
140983,1692,2025-07-03,04:37:38,49,136.5
140984,1693,2025-07-03,04:37:53,49,136.5
140985,1694,2025-07-03,04:37:58,50,136.5
140986,1695,2025-07-03,04:38:08,49,136.5
140987,1696,2025-07-03,04:38:23,49,136.5
140988,1697,2025-07-03,04:38:38,49,136.5
140989,1698,2025-07-03,04:38:53,49,136.5
140990,1699,2025-07-03,04:38:58,50,136.5
140991,1700,2025-07-03,04:39:08,49,136.5
140992,1701,2025-07-03,04:39:23,49,136.5
140993,1702,2025-07-03,04:39:33,50,136.5
140994,1703,2025-07-03,04:39:43,49,136.5
