Total_Obs,Day_Obs,Date,Time,Heart.Rate,Max_70_perc
139862,571,2025-07-03,01:11:44,76,136.5
139863,572,2025-07-03,01:11:49,77,136.5
139864,573,2025-07-03,01:11:54,79,136.5
139865,574,2025-07-03,01:12:09,77,136.5
139866,575,2025-07-03,01:12:14,72,136.5
139867,576,2025-07-03,01:12:19,71,136.5
139868,577,2025-07-03,01:12:24,69,136.5
139869,578,2025-07-03,01:12:29,66,136.5
139870,579,2025-07-03,01:12:34,67,136.5
139871,580,2025-07-03,01:12:39,63,136.5
139872,581,2025-07-03,01:12:44,62,136.5
139873,582,2025-07-03,01:12:59,62,136.5
139874,583,2025-07-03,01:13:00,61,136.5
139875,584,2025-07-03,01:13:15,61,136.5
139876,585,2025-07-03,01:13:20,60,136.5
139877,586,2025-07-03,01:13:25,58,136.5
139878,587,2025-07-03,01:13:40,57,136.5
139879,588,2025-07-03,01:13:50,60,136.5
139880,589,2025-07-03,01:13:55,60,136.5
139881,590,2025-07-03,01:14:00,62,136.5
139882,591,2025-07-03,01:14:05,62,136.5
139883,592,2025-07-03,01:14:10,61,136.5
139884,593,2025-07-03,01:14:25,61,136.5
139885,594,2025-07-03,01:14:40,61,136.5
139886,595,2025-07-03,01:14:45,60,136.5
139887,596,2025-07-03,01:14:55,59,136.5
139888,597,2025-07-03,01:15:05,58,136.5
139889,598,2025-07-03,01:15:20,58,136.5
139890,599,2025-07-03,01:15:30,59,136.5
139891,600,2025-07-03,01:15:40,61,136.5
139892,601,2025-07-03,01:15:45,62,136.5
139893,602,2025-07-03,01:16:00,64,136.5
139894,603,2025-07-03,01:16:05,63,136.5
139895,604,2025-07-03,01:16:10,58,136.5
139896,605,2025-07-03,01:16:15,57,136.5
139897,606,2025-07-03,01:16:20,55,136.5
139898,607,2025-07-03,01:16:30,54,136.5
139899,608,2025-07-03,01:16:40,54,136.5
139900,609,2025-07-03,01:16:45,55,136.5
139901,610,2025-07-03,01:16:50,57,136.5
139902,611,2025-07-03,01:16:55,59,136.5
139903,612,2025-07-03,01:17:00,61,136.5
139904,613,2025-07-03,01:17:05,63,136.5
139905,614,2025-07-03,01:17:10,65,136.5
139906,615,2025-07-03,01:17:15,63,136.5
139907,616,2025-07-03,01:17:20,63,136.5
139908,617,2025-07-03,01:17:35,63,136.5
139909,618,2025-07-03,01:17:40,61,136.5
139910,619,2025-07-03,01:17:45,62,136.5
139911,620,2025-07-03,01:17:55,63,136.5
139912,621,2025-07-03,01:18:05,62,136.5
139913,622,2025-07-03,01:18:10,61,136.5
139914,623,2025-07-03,01:18:20,61,136.5
139915,624,2025-07-03,01:18:35,61,136.5
139916,625,2025-07-03,01:18:50,61,136.5
139917,626,2025-07-03,01:19:05,61,136.5
139918,627,2025-07-03,01:19:10,63,136.5
139919,628,2025-07-03,01:19:15,65,136.5
139920,629,2025-07-03,01:19:25,61,136.5
139921,630,2025-07-03,01:19:30,59,136.5
139922,631,2025-07-03,01:19:45,59,136.5
139923,632,2025-07-03,01:19:55,61,136.5
139924,633,2025-07-03,01:20:00,60,136.5
139925,634,2025-07-03,01:20:05,61,136.5
139926,635,2025-07-03,01:20:20,62,136.5
139927,636,2025-07-03,01:20:35,61,136.5
139928,637,2025-07-03,01:20:40,61,136.5
139929,638,2025-07-03,01:20:45,62,136.5
139930,639,2025-07-03,01:21:00,60,136.5
139931,640,2025-07-03,01:21:05,59,136.5
139932,641,2025-07-03,01:21:10,58,136.5
139933,642,2025-07-03,01:21:20,60,136.5
139934,643,2025-07-03,01:21:25,61,136.5
139935,644,2025-07-03,01:21:40,61,136.5
139936,645,2025-07-03,01:21:45,61,136.5
139937,646,2025-07-03,01:21:55,64,136.5
139938,647,2025-07-03,01:22:00,65,136.5
139939,648,2025-07-03,01:22:05,66,136.5
139940,649,2025-07-03,01:22:15,64,136.5
139941,650,2025-07-03,01:22:20,62,136.5
139942,651,2025-07-03,01:22:25,61,136.5
139943,652,2025-07-03,01:22:40,61,136.5
139944,653,2025-07-03,01:22:55,61,136.5
139945,654,2025-07-03,01:23:00,61,136.5
139946,655,2025-07-03,01:23:10,68,136.5
139947,656,2025-07-03,01:23:15,69,136.5
139948,657,2025-07-03,01:23:20,67,136.5
139949,658,2025-07-03,01:23:25,66,136.5
139950,659,2025-07-03,01:23:30,65,136.5
139951,660,2025-07-03,01:23:35,64,136.5
139952,661,2025-07-03,01:23:40,63,136.5
139953,662,2025-07-03,01:23:55,64,136.5
139954,663,2025-07-03,01:24:00,64,136.5
139955,664,2025-07-03,01:24:05,64,136.5
139956,665,2025-07-03,01:24:10,65,136.5
139957,666,2025-07-03,01:24:15,63,136.5
139958,667,2025-07-03,01:24:20,60,136.5
139959,668,2025-07-03,01:24:25,61,136.5
139960,669,2025-07-03,01:24:30,62,136.5
139961,670,2025-07-03,01:24:35,64,136.5
139962,671,2025-07-03,01:24:40,66,136.5
139963,672,2025-07-03,01:24:45,69,136.5
139964,673,2025-07-03,01:24:50,67,136.5
139965,674,2025-07-03,01:24:55,61,136.5
139966,675,2025-07-03,01:25:00,60,136.5
139967,676,2025-07-03,01:25:05,59,136.5
139968,677,2025-07-03,01:25:15,60,136.5
139969,678,2025-07-03,01:25:20,61,136.5
139970,679,2025-07-03,01:25:25,62,136.5
139971,680,2025-07-03,01:25:35,63,136.5
139972,681,2025-07-03,01:25:50,62,136.5
139973,682,2025-07-03,01:25:55,61,136.5
139974,683,2025-07-03,01:26:05,62,136.5
139975,684,2025-07-03,01:26:20,62,136.5
139976,685,2025-07-03,01:26:25,64,136.5
139977,686,2025-07-03,01:26:30,65,136.5
139978,687,2025-07-03,01:26:40,63,136.5
139979,688,2025-07-03,01:26:45,61,136.5
139980,689,2025-07-03,01:26:50,60,136.5
139981,690,2025-07-03,01:27:05,62,136.5
139982,691,2025-07-03,01:27:10,65,136.5
139983,692,2025-07-03,01:27:25,65,136.5
139984,693,2025-07-03,01:27:30,64,136.5
139985,694,2025-07-03,01:27:45,65,136.5
139986,695,2025-07-03,01:27:50,64,136.5
139987,696,2025-07-03,01:28:00,63,136.5
139988,697,2025-07-03,01:28:05,59,136.5
139989,698,2025-07-03,01:28:10,58,136.5
139990,699,2025-07-03,01:28:15,58,136.5
139991,700,2025-07-03,01:28:25,57,136.5
139992,701,2025-07-03,01:28:30,60,136.5
139993,702,2025-07-03,01:28:35,62,136.5
139994,703,2025-07-03,01:28:40,61,136.5
139995,704,2025-07-03,01:28:45,59,136.5
139996,705,2025-07-03,01:28:50,58,136.5
139997,706,2025-07-03,01:28:55,61,136.5
139998,707,2025-07-03,01:29:00,60,136.5
139999,708,2025-07-03,01:29:10,61,136.5
140000,709,2025-07-03,01:29:25,61,136.5
140001,710,2025-07-03,01:29:30,56,136.5
140002,711,2025-07-03,01:29:35,56,136.5
140003,712,2025-07-03,01:29:50,56,136.5
140004,713,2025-07-03,01:29:55,59,136.5
140005,714,2025-07-03,01:30:00,62,136.5
140006,715,2025-07-03,01:30:15,62,136.5
140007,716,2025-07-03,01:30:16,61,136.5
140008,717,2025-07-03,01:30:26,60,136.5
140009,718,2025-07-03,01:30:31,58,136.5
140010,719,2025-07-03,01:30:46,58,136.5
140011,720,2025-07-03,01:31:01,58,136.5
140012,721,2025-07-03,01:31:16,59,136.5
140013,722,2025-07-03,01:31:21,61,136.5
140014,723,2025-07-03,01:31:26,62,136.5
140015,724,2025-07-03,01:31:31,63,136.5
140016,725,2025-07-03,01:31:36,66,136.5
140017,726,2025-07-03,01:31:41,69,136.5
140018,727,2025-07-03,01:31:46,89,136.5
140019,728,2025-07-03,01:31:51,93,136.5
140020,729,2025-07-03,01:32:01,99,136.5
140021,730,2025-07-03,01:32:06,102,136.5
140022,731,2025-07-03,01:32:16,106,136.5
140023,732,2025-07-03,01:32:21,108,136.5
140024,733,2025-07-03,01:32:26,109,136.5
140025,734,2025-07-03,01:32:31,111,136.5
140026,735,2025-07-03,01:32:36,112,136.5
140027,736,2025-07-03,01:32:41,109,136.5
140028,737,2025-07-03,01:32:46,105,136.5
140029,738,2025-07-03,01:32:51,72,136.5
140030,739,2025-07-03,01:32:56,66,136.5
140031,740,2025-07-03,01:33:01,64,136.5
140032,741,2025-07-03,01:33:06,61,136.5
140033,742,2025-07-03,01:33:11,58,136.5
140034,743,2025-07-03,01:33:16,56,136.5
140035,744,2025-07-03,01:33:26,57,136.5
140036,745,2025-07-03,01:33:31,58,136.5
140037,746,2025-07-03,01:33:36,59,136.5
140038,747,2025-07-03,01:33:46,60,136.5
140039,748,2025-07-03,01:33:51,62,136.5
140040,749,2025-07-03,01:34:01,63,136.5
140041,750,2025-07-03,01:34:06,64,136.5
140042,751,2025-07-03,01:34:11,65,136.5
140043,752,2025-07-03,01:34:16,66,136.5
140044,753,2025-07-03,01:34:21,67,136.5
140045,754,2025-07-03,01:34:31,68,136.5
140046,755,2025-07-03,01:34:36,69,136.5
140047,756,2025-07-03,01:34:41,71,136.5
140048,757,2025-07-03,01:34:51,70,136.5
140049,758,2025-07-03,01:34:56,74,136.5
140050,759,2025-07-03,01:35:01,76,136.5
140051,760,2025-07-03,01:35:11,74,136.5
140052,761,2025-07-03,01:35:21,74,136.5
140053,762,2025-07-03,01:35:26,77,136.5
140054,763,2025-07-03,01:35:31,86,136.5
140055,764,2025-07-03,01:35:36,88,136.5
140056,765,2025-07-03,01:35:41,85,136.5
140057,766,2025-07-03,01:35:46,84,136.5
140058,767,2025-07-03,01:35:51,80,136.5
140059,768,2025-07-03,01:35:56,75,136.5
140060,769,2025-07-03,01:36:01,76,136.5
140061,770,2025-07-03,01:36:06,77,136.5
140062,771,2025-07-03,01:36:11,75,136.5
140063,772,2025-07-03,01:36:16,65,136.5
140064,773,2025-07-03,01:36:21,62,136.5
140065,774,2025-07-03,01:36:26,60,136.5
140066,775,2025-07-03,01:36:31,59,136.5
140067,776,2025-07-03,01:36:36,60,136.5
140068,777,2025-07-03,01:36:41,59,136.5
140069,778,2025-07-03,01:36:51,60,136.5
140070,779,2025-07-03,01:37:06,60,136.5
140071,780,2025-07-03,01:37:21,61,136.5
140072,781,2025-07-03,01:37:36,62,136.5
140073,782,2025-07-03,01:37:46,63,136.5
140074,783,2025-07-03,01:38:01,61,136.5
140075,784,2025-07-03,01:38:06,59,136.5
140076,785,2025-07-03,01:38:16,61,136.5
140077,786,2025-07-03,01:38:21,62,136.5
140078,787,2025-07-03,01:38:31,61,136.5
140079,788,2025-07-03,01:38:36,60,136.5
140080,789,2025-07-03,01:38:41,59,136.5
140081,790,2025-07-03,01:38:46,59,136.5
140082,791,2025-07-03,01:38:51,60,136.5
140083,792,2025-07-03,01:39:06,60,136.5
140084,793,2025-07-03,01:39:21,61,136.5
140085,794,2025-07-03,01:39:26,62,136.5
140086,795,2025-07-03,01:39:31,63,136.5
140087,796,2025-07-03,01:39:46,62,136.5
140088,797,2025-07-03,01:39:51,60,136.5
140089,798,2025-07-03,01:39:56,57,136.5
140090,799,2025-07-03,01:40:06,58,136.5
140091,800,2025-07-03,01:40:11,59,136.5
140092,801,2025-07-03,01:40:16,60,136.5
140093,802,2025-07-03,01:40:21,61,136.5
140094,803,2025-07-03,01:40:26,60,136.5
140095,804,2025-07-03,01:40:36,61,136.5
140096,805,2025-07-03,01:40:51,61,136.5
140097,806,2025-07-03,01:41:01,63,136.5
140098,807,2025-07-03,01:41:06,64,136.5
140099,808,2025-07-03,01:41:21,63,136.5
140100,809,2025-07-03,01:41:26,60,136.5
140101,810,2025-07-03,01:41:31,60,136.5
140102,811,2025-07-03,01:41:36,61,136.5
140103,812,2025-07-03,01:41:46,62,136.5
140104,813,2025-07-03,01:41:56,60,136.5
140105,814,2025-07-03,01:42:01,59,136.5
140106,815,2025-07-03,01:42:06,60,136.5
140107,816,2025-07-03,01:42:11,61,136.5
140108,817,2025-07-03,01:42:16,61,136.5
140109,818,2025-07-03,01:42:31,61,136.5
140110,819,2025-07-03,01:42:36,58,136.5
140111,820,2025-07-03,01:42:41,57,136.5
140112,821,2025-07-03,01:42:46,57,136.5
140113,822,2025-07-03,01:42:51,58,136.5
140114,823,2025-07-03,01:43:01,59,136.5
140115,824,2025-07-03,01:43:16,59,136.5
140116,825,2025-07-03,01:43:31,59,136.5
140117,826,2025-07-03,01:43:41,60,136.5
140118,827,2025-07-03,01:43:51,59,136.5
140119,828,2025-07-03,01:44:01,58,136.5
140120,829,2025-07-03,01:44:16,58,136.5
140121,830,2025-07-03,01:44:31,59,136.5
140122,831,2025-07-03,01:44:46,58,136.5
140123,832,2025-07-03,01:45:01,59,136.5
140124,833,2025-07-03,01:45:06,60,136.5
140125,834,2025-07-03,01:45:21,62,136.5
140126,835,2025-07-03,01:45:26,66,136.5
140127,836,2025-07-03,01:45:36,64,136.5
140128,837,2025-07-03,01:45:41,61,136.5
140129,838,2025-07-03,01:45:46,60,136.5
140130,839,2025-07-03,01:45:51,59,136.5
140131,840,2025-07-03,01:45:56,58,136.5
140132,841,2025-07-03,01:46:11,59,136.5
140133,842,2025-07-03,01:46:26,59,136.5
140134,843,2025-07-03,01:46:32,61,136.5
140135,844,2025-07-03,01:46:37,62,136.5
140136,845,2025-07-03,01:46:42,61,136.5
140137,846,2025-07-03,01:46:47,57,136.5
140138,847,2025-07-03,01:47:02,58,136.5
140139,848,2025-07-03,01:47:12,58,136.5
140140,849,2025-07-03,01:47:27,59,136.5
140141,850,2025-07-03,01:47:32,60,136.5
140142,851,2025-07-03,01:47:37,62,136.5
140143,852,2025-07-03,01:47:52,62,136.5
140144,853,2025-07-03,01:48:02,64,136.5
140145,854,2025-07-03,01:48:07,65,136.5
140146,855,2025-07-03,01:48:12,68,136.5
140147,856,2025-07-03,01:48:17,69,136.5
140148,857,2025-07-03,01:48:22,70,136.5
140149,858,2025-07-03,01:48:37,71,136.5
140150,859,2025-07-03,01:48:42,70,136.5
140151,860,2025-07-03,01:48:57,70,136.5
140152,861,2025-07-03,01:49:02,72,136.5
140153,862,2025-07-03,01:49:12,74,136.5
140154,863,2025-07-03,01:49:17,75,136.5
140155,864,2025-07-03,01:49:22,77,136.5
140156,865,2025-07-03,01:49:27,79,136.5
140157,866,2025-07-03,01:49:42,79,136.5
140158,867,2025-07-03,01:49:57,77,136.5
140159,868,2025-07-03,01:50:12,75,136.5
140160,869,2025-07-03,01:50:17,74,136.5
140161,870,2025-07-03,01:50:22,76,136.5
140162,871,2025-07-03,01:50:27,77,136.5
140163,872,2025-07-03,01:50:32,75,136.5
140164,873,2025-07-03,01:50:37,74,136.5
140165,874,2025-07-03,01:50:42,75,136.5
140166,875,2025-07-03,01:50:47,75,136.5
140167,876,2025-07-03,01:50:57,74,136.5
140168,877,2025-07-03,01:51:12,75,136.5
140169,878,2025-07-03,01:51:17,77,136.5
140170,879,2025-07-03,01:51:22,76,136.5
140171,880,2025-07-03,01:51:37,77,136.5
140172,881,2025-07-03,01:51:42,70,136.5
140173,882,2025-07-03,01:51:47,69,136.5
140174,883,2025-07-03,01:51:57,70,136.5
140175,884,2025-07-03,01:52:02,71,136.5
140176,885,2025-07-03,01:52:17,73,136.5
140177,886,2025-07-03,01:52:22,75,136.5
140178,887,2025-07-03,01:52:27,77,136.5
140179,888,2025-07-03,01:52:37,76,136.5
140180,889,2025-07-03,01:52:47,74,136.5
140181,890,2025-07-03,01:52:52,71,136.5
140182,891,2025-07-03,01:52:57,69,136.5
140183,892,2025-07-03,01:53:02,70,136.5
140184,893,2025-07-03,01:53:07,72,136.5
140185,894,2025-07-03,01:53:17,71,136.5
140186,895,2025-07-03,01:53:32,72,136.5
140187,896,2025-07-03,01:53:42,71,136.5
140188,897,2025-07-03,01:53:47,72,136.5
140189,898,2025-07-03,01:53:52,73,136.5
140190,899,2025-07-03,01:53:57,72,136.5
140191,900,2025-07-03,01:54:02,71,136.5
140192,901,2025-07-03,01:54:07,70,136.5
140193,902,2025-07-03,01:54:12,69,136.5
140194,903,2025-07-03,01:54:22,68,136.5
140195,904,2025-07-03,01:54:37,69,136.5
140196,905,2025-07-03,01:54:47,70,136.5
140197,906,2025-07-03,01:54:52,71,136.5
140198,907,2025-07-03,01:54:57,72,136.5
140199,908,2025-07-03,01:55:02,73,136.5
140200,909,2025-07-03,01:55:07,74,136.5
140201,910,2025-07-03,01:55:12,76,136.5
140202,911,2025-07-03,01:55:17,77,136.5
140203,912,2025-07-03,01:55:32,78,136.5
140204,913,2025-07-03,01:55:42,79,136.5
140205,914,2025-07-03,01:55:52,80,136.5
140206,915,2025-07-03,01:55:57,81,136.5
140207,916,2025-07-03,01:56:07,80,136.5
140208,917,2025-07-03,01:56:17,79,136.5
140209,918,2025-07-03,01:56:22,78,136.5
140210,919,2025-07-03,01:56:32,79,136.5
140211,920,2025-07-03,01:56:37,81,136.5
140212,921,2025-07-03,01:56:42,83,136.5
140213,922,2025-07-03,01:56:52,84,136.5
140214,923,2025-07-03,01:56:57,83,136.5
140215,924,2025-07-03,01:57:02,83,136.5
140216,925,2025-07-03,01:57:12,82,136.5
140217,926,2025-07-03,01:57:17,83,136.5
140218,927,2025-07-03,01:57:27,82,136.5
140219,928,2025-07-03,01:57:32,79,136.5
140220,929,2025-07-03,01:57:47,79,136.5
140221,930,2025-07-03,01:57:52,77,136.5
140222,931,2025-07-03,01:57:57,77,136.5
140223,932,2025-07-03,01:58:02,75,136.5
140224,933,2025-07-03,01:58:07,74,136.5
140225,934,2025-07-03,01:58:12,73,136.5
140226,935,2025-07-03,01:58:17,72,136.5
140227,936,2025-07-03,01:58:22,73,136.5
140228,937,2025-07-03,01:58:27,75,136.5
140229,938,2025-07-03,01:58:37,74,136.5
140230,939,2025-07-03,01:58:42,73,136.5
140231,940,2025-07-03,01:58:52,74,136.5
140232,941,2025-07-03,01:58:57,75,136.5
140233,942,2025-07-03,01:59:02,77,136.5
140234,943,2025-07-03,01:59:07,78,136.5
140235,944,2025-07-03,01:59:22,80,136.5
140236,945,2025-07-03,01:59:27,79,136.5
140237,946,2025-07-03,01:59:37,78,136.5
140238,947,2025-07-03,01:59:52,78,136.5
140239,948,2025-07-03,02:00:07,78,136.5
140240,949,2025-07-03,02:00:17,77,136.5
140241,950,2025-07-03,02:00:22,78,136.5
140242,951,2025-07-03,02:00:27,76,136.5
140243,952,2025-07-03,02:00:32,75,136.5
140244,953,2025-07-03,02:00:37,74,136.5
140245,954,2025-07-03,02:00:47,73,136.5
140246,955,2025-07-03,02:00:52,70,136.5
140247,956,2025-07-03,02:00:57,72,136.5
140248,957,2025-07-03,02:01:02,75,136.5
140249,958,2025-07-03,02:01:07,74,136.5
140250,959,2025-07-03,02:01:17,75,136.5
140251,960,2025-07-03,02:01:27,76,136.5
140252,961,2025-07-03,02:01:32,75,136.5
140253,962,2025-07-03,02:01:37,73,136.5
140254,963,2025-07-03,02:01:47,72,136.5
140255,964,2025-07-03,02:01:52,73,136.5
140256,965,2025-07-03,02:02:02,74,136.5
140257,966,2025-07-03,02:02:07,72,136.5
140258,967,2025-07-03,02:02:17,74,136.5
140259,968,2025-07-03,02:02:22,73,136.5
140260,969,2025-07-03,02:02:27,72,136.5
140261,970,2025-07-03,02:02:32,71,136.5
140262,971,2025-07-03,02:02:37,69,136.5
140263,972,2025-07-03,02:38:36,70,136.5
140264,973,2025-07-03,02:38:46,92,136.5
140265,974,2025-07-03,02:38:51,101,136.5
140266,975,2025-07-03,02:38:56,94,136.5
140267,976,2025-07-03,02:39:01,89,136.5
140268,977,2025-07-03,02:39:06,83,136.5
140269,978,2025-07-03,02:39:11,81,136.5
140270,979,2025-07-03,02:39:26,81,136.5
140271,980,2025-07-03,02:39:31,80,136.5
140272,981,2025-07-03,02:39:36,79,136.5
140273,982,2025-07-03,02:39:41,77,136.5
140274,983,2025-07-03,02:39:46,74,136.5
140275,984,2025-07-03,02:39:51,73,136.5
140276,985,2025-07-03,02:39:56,68,136.5
140277,986,2025-07-03,02:40:01,69,136.5
140278,987,2025-07-03,02:40:06,63,136.5
140279,988,2025-07-03,02:40:11,60,136.5
140280,989,2025-07-03,02:40:16,58,136.5
140281,990,2025-07-03,02:40:31,58,136.5
140282,991,2025-07-03,02:40:36,59,136.5
140283,992,2025-07-03,02:40:41,60,136.5
140284,993,2025-07-03,02:40:46,62,136.5
140285,994,2025-07-03,02:40:51,61,136.5
140286,995,2025-07-03,02:40:57,61,136.5
140287,996,2025-07-03,02:41:12,61,136.5
140288,997,2025-07-03,02:41:27,63,136.5
140289,998,2025-07-03,02:41:32,65,136.5
140290,999,2025-07-03,02:41:37,66,136.5
140291,1000,2025-07-03,02:41:42,67,136.5
140292,1001,2025-07-03,02:41:47,68,136.5
140293,1002,2025-07-03,02:42:02,69,136.5
140294,1003,2025-07-03,02:42:07,73,136.5
140295,1004,2025-07-03,02:42:12,74,136.5
140296,1005,2025-07-03,02:42:17,75,136.5
140297,1006,2025-07-03,02:42:22,76,136.5
140298,1007,2025-07-03,02:42:27,77,136.5
140299,1008,2025-07-03,02:42:32,76,136.5
140300,1009,2025-07-03,02:42:37,75,136.5
140301,1010,2025-07-03,02:42:42,74,136.5
140302,1011,2025-07-03,02:42:47,75,136.5
140303,1012,2025-07-03,02:42:52,69,136.5
140304,1013,2025-07-03,02:42:57,65,136.5
140305,1014,2025-07-03,02:43:02,60,136.5
140306,1015,2025-07-03,02:43:07,59,136.5
140307,1016,2025-07-03,02:43:12,60,136.5
140308,1017,2025-07-03,02:43:17,62,136.5
140309,1018,2025-07-03,02:43:22,62,136.5
140310,1019,2025-07-03,02:43:32,60,136.5
140311,1020,2025-07-03,02:43:37,58,136.5
140312,1021,2025-07-03,02:43:42,56,136.5
140313,1022,2025-07-03,02:43:48,54,136.5
140314,1023,2025-07-03,02:43:53,53,136.5
140315,1024,2025-07-03,02:43:58,53,136.5
140316,1025,2025-07-03,02:44:08,55,136.5
140317,1026,2025-07-03,02:44:13,56,136.5
140318,1027,2025-07-03,02:44:23,57,136.5
140319,1028,2025-07-03,02:44:28,56,136.5
140320,1029,2025-07-03,02:44:33,53,136.5
140321,1030,2025-07-03,02:44:38,52,136.5
140322,1031,2025-07-03,02:44:43,51,136.5
140323,1032,2025-07-03,02:44:48,50,136.5
140324,1033,2025-07-03,02:44:53,50,136.5
140325,1034,2025-07-03,02:45:08,50,136.5
140326,1035,2025-07-03,02:45:13,49,136.5
140327,1036,2025-07-03,02:45:23,50,136.5
140328,1037,2025-07-03,02:45:28,50,136.5
140329,1038,2025-07-03,02:45:33,49,136.5
140330,1039,2025-07-03,02:45:48,49,136.5
140331,1040,2025-07-03,02:46:03,49,136.5
140332,1041,2025-07-03,02:46:13,49,136.5
140333,1042,2025-07-03,02:46:18,49,136.5
140334,1043,2025-07-03,02:46:23,50,136.5
140335,1044,2025-07-03,02:46:33,49,136.5
140336,1045,2025-07-03,02:46:38,49,136.5
140337,1046,2025-07-03,02:46:53,49,136.5
140338,1047,2025-07-03,02:46:58,49,136.5
140339,1048,2025-07-03,02:47:04,49,136.5
140340,1049,2025-07-03,02:47:14,48,136.5
140341,1050,2025-07-03,02:47:24,49,136.5
140342,1051,2025-07-03,02:47:39,49,136.5
140343,1052,2025-07-03,02:47:49,48,136.5
140344,1053,2025-07-03,02:47:59,47,136.5
140345,1054,2025-07-03,02:48:09,48,136.5
140346,1055,2025-07-03,02:48:24,48,136.5
140347,1056,2025-07-03,02:48:29,49,136.5
140348,1057,2025-07-03,02:48:34,49,136.5
140349,1058,2025-07-03,02:48:49,49,136.5
140350,1059,2025-07-03,02:48:59,47,136.5
140351,1060,2025-07-03,02:49:04,47,136.5
140352,1061,2025-07-03,02:49:14,48,136.5
140353,1062,2025-07-03,02:49:19,48,136.5
140354,1063,2025-07-03,02:49:24,47,136.5
140355,1064,2025-07-03,02:49:39,47,136.5
140356,1065,2025-07-03,02:49:54,47,136.5
140357,1066,2025-07-03,02:50:04,48,136.5
140358,1067,2025-07-03,02:50:19,48,136.5
140359,1068,2025-07-03,02:50:29,47,136.5
140360,1069,2025-07-03,02:50:34,48,136.5
140361,1070,2025-07-03,02:50:39,49,136.5
140362,1071,2025-07-03,02:50:44,48,136.5
140363,1072,2025-07-03,02:50:59,48,136.5
140364,1073,2025-07-03,02:51:14,48,136.5
140365,1074,2025-07-03,02:51:15,48,136.5
140366,1075,2025-07-03,02:51:30,48,136.5
140367,1076,2025-07-03,02:51:45,49,136.5
140368,1077,2025-07-03,02:51:55,48,136.5
140369,1078,2025-07-03,02:52:05,49,136.5
140370,1079,2025-07-03,02:52:20,49,136.5
140371,1080,2025-07-03,02:52:30,48,136.5
140372,1081,2025-07-03,02:52:45,47,136.5
140373,1082,2025-07-03,02:53:00,47,136.5
140374,1083,2025-07-03,02:53:10,48,136.5
140375,1084,2025-07-03,02:53:15,49,136.5
140376,1085,2025-07-03,02:53:25,48,136.5
140377,1086,2025-07-03,02:53:40,48,136.5
140378,1087,2025-07-03,02:53:55,48,136.5
140379,1088,2025-07-03,02:54:10,48,136.5
140380,1089,2025-07-03,02:54:25,48,136.5
140381,1090,2025-07-03,02:54:40,48,136.5
140382,1091,2025-07-03,02:54:50,49,136.5
140383,1092,2025-07-03,02:55:05,49,136.5
140384,1093,2025-07-03,02:55:20,49,136.5
140385,1094,2025-07-03,02:55:30,48,136.5
140386,1095,2025-07-03,02:55:45,48,136.5
140387,1096,2025-07-03,02:55:50,50,136.5
140388,1097,2025-07-03,02:55:55,50,136.5
140389,1098,2025-07-03,02:56:00,48,136.5
140390,1099,2025-07-03,02:56:15,48,136.5
140391,1100,2025-07-03,02:56:16,48,136.5
140392,1101,2025-07-03,02:56:21,49,136.5
140393,1102,2025-07-03,02:56:31,48,136.5
140394,1103,2025-07-03,02:56:46,48,136.5
140395,1104,2025-07-03,02:57:01,48,136.5
140396,1105,2025-07-03,02:57:16,48,136.5
140397,1106,2025-07-03,02:57:21,49,136.5
140398,1107,2025-07-03,02:57:31,48,136.5
140399,1108,2025-07-03,02:57:41,49,136.5
140400,1109,2025-07-03,02:57:56,49,136.5
140401,1110,2025-07-03,02:58:01,48,136.5
140402,1111,2025-07-03,02:58:16,48,136.5
140403,1112,2025-07-03,02:58:31,48,136.5
140404,1113,2025-07-03,02:58:36,49,136.5
140405,1114,2025-07-03,02:58:41,50,136.5
140406,1115,2025-07-03,02:58:46,49,136.5
140407,1116,2025-07-03,02:59:01,48,136.5
140408,1117,2025-07-03,02:59:16,48,136.5
140409,1118,2025-07-03,02:59:31,49,136.5
140410,1119,2025-07-03,02:59:41,50,136.5
140411,1120,2025-07-03,02:59:56,49,136.5
140412,1121,2025-07-03,03:00:11,49,136.5
140413,1122,2025-07-03,03:00:26,49,136.5
140414,1123,2025-07-03,03:00:41,49,136.5
140415,1124,2025-07-03,03:00:56,49,136.5
140416,1125,2025-07-03,03:01:01,50,136.5
140417,1126,2025-07-03,03:01:11,49,136.5
140418,1127,2025-07-03,03:01:16,49,136.5
140419,1128,2025-07-03,03:01:31,50,136.5
140420,1129,2025-07-03,03:01:46,50,136.5
140421,1130,2025-07-03,03:01:56,49,136.5
140422,1131,2025-07-03,03:02:11,49,136.5
140423,1132,2025-07-03,03:02:26,49,136.5
140424,1133,2025-07-03,03:02:41,49,136.5
140425,1134,2025-07-03,03:02:46,50,136.5
140426,1135,2025-07-03,03:02:51,49,136.5
140427,1136,2025-07-03,03:03:06,49,136.5
140428,1137,2025-07-03,03:03:21,49,136.5
140429,1138,2025-07-03,03:03:36,49,136.5
140430,1139,2025-07-03,03:03:46,50,136.5
140431,1140,2025-07-03,03:04:01,50,136.5
140432,1141,2025-07-03,03:04:11,49,136.5
140433,1142,2025-07-03,03:04:26,50,136.5
140434,1143,2025-07-03,03:04:41,50,136.5
140435,1144,2025-07-03,03:04:56,49,136.5
140436,1145,2025-07-03,03:05:11,49,136.5
